date,trans0,trans2,comm0,comm2,zan0,zan2,r
2019-09-02,967,4639,4936,29788,53369,118145,0.7202092105511603
2019-09-03,46,214,469,438,3691,7361,0.6557819788853425
2019-09-04,258,1216,409,6735,2387,15988,0.8868595561812321
2019-09-05,78,1894,671,3361,1885,12736,0.8722909090909091
2019-09-06,45,3328,73,7261,617,61660,0.9899292995725091
2019-09-07,469,403,2477,2857,13119,11186,0.4734685851004556
2019-09-08,272,201,653,618,1995,2348,0.5202891407918515
2019-09-09,0,1493,0,3377,0,19554,1.0
2019-09-10,18,315,95,416,1511,2980,0.6955951265229616
2019-09-11,5117,7844,30943,7960,628816,138850,0.18871060241845936
2019-09-12,0,49726,0,15071,0,124592,1.0
2019-09-13,240,727,377,1229,1849,2895,0.6629766297662977
2019-09-14,143,937,745,2763,4211,12097,0.7559820061255743
2019-09-15,78,273,679,251,1934,922,0.3495286439448876
2019-09-16,482,41,720,84,15335,7797,0.32388895703013204
2019-09-17,225,240,410,1195,2605,3692,0.6127644316959484
2019-09-18,397,247,2048,1688,12481,121232,0.8919134206657832
2019-09-19,0,16692,0,47215,0,926835,1.0
2019-09-20,678,6290,4952,8160,77556,149567,0.6634911388615834
2019-09-21,0,790,0,1859,0,8410,1.0
2019-09-22,424,1651,588,4226,7740,10612,0.6532625490273761
2019-09-23,151,1060,198,1661,627,5530,0.8942234745854557
2019-09-24,528,1587,3180,3238,149243,29319,0.18249552366444854
2019-09-25,170,597,1161,1740,12386,7601,0.42012259564574084
2019-09-26,1904,15334,16587,41448,566105,293013,0.3743561314267796
2019-09-27,314,4221,1366,15483,58366,122221,0.7026998925588327
2019-09-28,67,5863,867,3194,2932,17118,0.8713092107453148
2019-09-29,4459,26207,1454,9911,5943,77476,0.9054922279792746
2019-09-30,468,10245,238,7307,1725,18141,0.9362343930332598
2019-09-31,41,1763,153,5370,7791,114498,0.9383949512405876
2019-10-01,202,76,1547,422,6816,3730,0.3304932384897991
2019-10-02,696,194,1532,614,6353,5879,0.4379748493581347
2019-10-03,550,1450,4641,2538,20635,12864,0.394863864286049
2019-10-04,506,379,6134,1668,382285,7710,0.024473138992981876
2019-10-05,1280,388,1022,628,94995,4146,0.05038112806098049
2019-10-06,239,73,1431,552,6927,2194,0.2469341275402943
2019-10-07,1269,249,4385,1856,29384,15608,0.33578510359993174
2019-10-08,33,1196,153,2115,546,21676,0.9715385512656013
2019-10-09,300,205,1079,1218,5992,5873,0.4974432399263653
2019-10-10,537,126,2363,446,12647,5478,0.280131499745335
2019-10-11,75,225,312,635,1516,1837,0.586304347826087
2019-10-12,952,496,2152,1824,12516,40665,0.7334698404572989
2019-10-13,255,1610,736,4937,3306,108920,0.9641211048395177
2019-10-14,125,224,340,1350,1452,4805,0.7689247830279653
2019-10-15,0,144,0,578,0,8694,1.0
2019-10-16,0,205,0,1149,0,3103,1.0
2019-10-17,0,252,0,360,0,900,1.0
2019-10-18,25,2104,202,3518,573,22669,0.9725000859372315
2019-10-19,0,740,0,1537,0,32955,1.0
2019-10-20,832,1305,608,632,6525,2965,0.38097458615061786
2019-10-21,100,148,661,680,10470,2378,0.22206829673754935
2019-10-22,0,1905,0,965,0,1494,1.0
2019-10-23,644,4214,3058,7412,63609,78582,0.5726801211282448
2019-10-24,160,443,1436,1575,4846,5456,0.5370796205806266
2019-10-25,315,96,2085,10,9734,57,0.013255265511913476
2019-10-26,301,5344,1038,4490,4736,13452,0.7930928783079595
2019-10-27,0,180,0,687,0,1930,1.0
2019-10-28,179,272,348,267,784,417,0.42170269078076755
2019-10-29,11,86,91,394,255,2537,0.8941908713692946
2019-10-30,87,1040,680,3266,10660,23779,0.7107967199838023
2019-10-31,0,5704,0,6598,0,9631,1.0
2019-11-01,28,2239,418,3720,7501,51212,0.8779600110568506
2019-11-02,1545,202,1968,817,12318,4503,0.2586053481946331
2019-11-03,81,1646,276,778,1610,4395,0.7761211017527885
2019-11-04,150,9983,2082,4439,6449,14138,0.766896699873795
2019-11-05,51,3115,343,5543,807,66263,0.9842226951472636
2019-11-06,407,2494,832,2610,7725,18578,0.7254181216688109
2019-11-07,0,151,0,586,0,2983,1.0
2019-11-08,228,4393,584,7884,2123,34225,0.9406315108117402
2019-11-09,30,7872,561,8362,1131,573776,0.9970898988055403
2019-11-10,218,18973,1166,10888,2943,79312,0.9618766519823788
2019-11-11,0,11154,0,6176,0,199628,1.0
2019-11-12,127,3389,1311,2429,8518,12222,0.6443777682526075
2019-11-13,225,1249,1810,1127,9099,4167,0.3701419924195282
